Date,Username,User tag,Content,Mentions,link
"2025-10-06,23:05:41",german_airframe,#0,oh fair,,
"2025-10-06,23:05:42",german_airframe,#0,same,,
"2025-10-06,23:05:43",german_airframe,#0,bruh,,
"2025-10-06,23:05:49",german_airframe,#0,bro we need a study session tmrw,,
"2025-10-06,23:06:19",alanwang981,#0,how about we pull an all nighter tonight together,,
"2025-10-06,23:06:24",alanwang981,#0,you can come over to my gym or smth too,,
"2025-10-06,23:06:33",alanwang981,#0,we can hit the gym and then finish civ hw,,
"2025-10-06,23:06:35",alanwang981,#0,and then idk,,
"2025-10-06,23:06:38",alanwang981,#0,do more praxis work,,
"2025-10-06,23:06:57",alanwang981,#0,honestly gym at 1 am feels different,,
"2025-10-06,23:08:06",german_airframe,#0,lol i dont wanna walk there,,
"2025-10-06,23:08:12",alanwang981,#0,:(,,
"2025-10-06,23:08:24",alanwang981,#0,true youre kinda on the other side of campus,,
"2025-10-06,23:08:28",alanwang981,#0,what if we just like,,
"2025-10-06,23:08:47",alanwang981,#0,hop on a vc until we finish everything,,
"2025-10-06,23:08:58",alanwang981,#0,actually vc might not be a good idea,,
"2025-10-06,23:08:59",alanwang981,#0,idk,,
"2025-10-06,23:09:04",alanwang981,#0,I'll go back to praxis now cya,,
"2025-10-06,23:10:23",german_airframe,#0,alright cya,,
"2025-10-06,23:10:31",german_airframe,#0,i guess i'll do my praxis as well,,
"2025-10-06,23:10:36",german_airframe,#0,we need to do the civ together bruh,,
"2025-10-06,23:10:41",german_airframe,#0,toehrwise idk if i'm doing anything right,,
"2025-10-06,23:11:57",alanwang981,#0,you can just check with my answers!,,
"2025-10-06,23:12:41",german_airframe,#0,thats why i need u to do it bruh,,
"2025-10-06,23:12:58",german_airframe,#0,but i do need to do it myself first,,
"2025-10-06,23:13:06",german_airframe,#0,"but also this week, you choose the values urself",,
"2025-10-06,23:13:16",german_airframe,#0,"so if u don't choose the same values as me, u get different answers",,
"2025-10-06,23:13:30",alanwang981,#0,oh true,,
"2025-10-06,23:13:36",alanwang981,#0,I'll pick the lightest one,,
"2025-10-06,23:14:42",luyu_wu,#0,wow problem 5 looks extraordinarily fun,,
"2025-10-06,23:14:47",luyu_wu,#0,why do we not get the fun ones :(,,
"2025-10-06,23:15:02",luyu_wu,#0,we get the really tedious ones,,
"2025-10-06,23:15:07",alanwang981,#0,that's the point,,
"2025-10-06,23:15:09",alanwang981,#0,you get practice,,
"2025-10-06,23:15:13",german_airframe,#0,ik,,
"2025-10-06,23:15:20",german_airframe,#0,but i feel like assignment 4 was actually fun,,
"2025-10-06,23:15:21",german_airframe,#0,idk,,
"2025-10-06,23:15:39",alanwang981,#0,hell nah,,
"2025-10-06,23:15:55",alanwang981,#0,actually I'll dm you a funny story,german_airframe#0,
"2025-10-06,23:16:39",luyu_wu,#0,it was more fun than this question arguably,german_airframe#0,
"2025-10-06,23:16:45",luyu_wu,#0,😃,,
"2025-10-06,23:17:00",luyu_wu,#0,ohwelll maybe ill do q5 after,alanwang981#0,
"2025-10-06,23:17:06",luyu_wu,#0,ill force u to do it in linalg with me,,
"2025-10-06,23:17:13",alanwang981,#0,grrrrr,,
"2025-10-06,23:17:21",alanwang981,#0,ok you better finish the cs lab in 10 min this time then,,
"2025-10-06,23:17:28",alanwang981,#0,and not need to spend another 10 min during the lab to debug,,
"2025-10-06,23:19:22",luyu_wu,#0,LMAOAO,,
"2025-10-06,23:19:23",luyu_wu,#0,finefine,,
"2025-10-06,23:19:41",luyu_wu,#0,i jst read the question wrong :(,,
"2025-10-06,23:19:47",alanwang981,#0,:(,,
"2025-10-06,23:19:51",luyu_wu,#0,u were the one debugging,,
"2025-10-06,23:19:58",alanwang981,#0,I WASNT,,
"2025-10-06,23:20:00",luyu_wu,#0,YA U WERE,,
"2025-10-06,23:20:01",luyu_wu,#0,the ta,,
"2025-10-06,23:20:02",alanwang981,#0,I was just curious,,
"2025-10-06,23:20:03",alanwang981,#0,about one thing,,
"2025-10-06,23:20:05",luyu_wu,#0,pointed out your mistake,,
"2025-10-06,23:20:05",luyu_wu,#0,tsk,,
"2025-10-06,23:20:08",alanwang981,#0,ok shut up,luyu_wu#0,
"2025-10-06,23:20:10",luyu_wu,#0,:P,,
"2025-10-06,23:20:12",alanwang981,#0,that was ONE edgecase,,
"2025-10-06,23:20:13",luyu_wu,#0,u started it,,
"2025-10-06,23:20:14",alanwang981,#0,I fixed in 1s,,
"2025-10-06,23:20:21",luyu_wu,#0,truee,,
"2025-10-06,23:20:31",alanwang981,#0,the rest of the time was spent on just looking at loops,,
"2025-10-06,23:20:37",german_airframe,#0,BROTHA U STILL HAVE NOT FINISHED THE LAB 💀,,
"2025-10-06,23:21:00",alanwang981,#0,nah our linalg tut is before cs lab,,
"2025-10-06,23:21:05",alanwang981,#0,we just finish cs lab in linalg tut,,
"2025-10-06,23:21:18",alanwang981,#0,and then go to the other cohort's cs lab to hand it in,,
"2025-10-06,23:21:21",alanwang981,#0,and go home early,,
"2025-10-06,23:48:09",luyu_wu,#0,err im confused by part d ill do praxis asw,,
"2025-10-06,23:50:49",alanwang981,#0,praxis gang,,
"2025-10-07,07:02:19",shyahaltyo,#0,im guessing u calculate area of the hsses plus the rail so u can get the wind load,luyu_wu#0,
"2025-10-07,07:02:31",shyahaltyo,#0,so like m * kpa is newtons,,
"2025-10-07,07:02:46",shyahaltyo,#0,so on every joint use the tributary area,,
"2025-10-07,07:03:15",shyahaltyo,#0,but like im so confused for the bottom joints cuz like,,
"2025-10-07,07:03:33",shyahaltyo,#0,they have a rail over the hss,,
"2025-10-07,07:03:41",shyahaltyo,#0,so like does the arsa include the hss or not?,,
"2025-10-07,08:31:00",luyu_wu,#0,YA,shyahaltyo#0,
"2025-10-07,08:31:15",luyu_wu,#0,its so funny,,
"2025-10-07,08:58:06",shyahaltyo,#0,okay but how do calculate trhe area? did u just include the hss thats covered by the rail in the surface area,luyu_wu#0,
"2025-10-07,20:01:04",bear_real,#0,whats the likelihood my notebook which I left at the civ practical is still there,,
"2025-10-07,20:01:32",bear_real,#0,it kinda has all of my civ and calc notes from the last 2 weeks worth of lectures 💔,,
"2025-10-07,20:23:00",bonsai0045,#0,whats the reason why min gyration isnt sqrt of min I/min area,,https://cdn.discordapp.com/attachments/1412130655235604512/1425277267105419377/image.png?ex=690a98e4&is=69094764&hm=a4639312c150ae2d924616834b613e115ffe00c3fd78b0751c3ba2b55a1c1351&
"2025-10-07,20:23:09",bonsai0045,#0,do you get it seperately?,,
"2025-10-07,20:23:58",bonsai0045,#0,wait im stupid,,
"2025-10-07,20:24:00",bonsai0045,#0,nvm,,
"2025-10-07,20:39:51",sunnyjimbob,#0,"for part b of question 1, what Fy do we use?
the material is not specified",,
"2025-10-07,21:02:22",shyahaltyo,#0,350,sunnyjimbob#0,
"2025-10-07,21:02:28",shyahaltyo,#0,cuz liam said so,,
"2025-10-07,21:19:45",sunnyjimbob,#0,😭 🫡,,
"2025-10-07,21:22:28",sunnyjimbob,#0,thats below all the steels...,,
"2025-10-07,22:41:18",epicgamer3000.,#0,yo guys im so fucking lost,,
"2025-10-07,22:41:26",epicgamer3000.,#0,how does the thickness of the HSS matter,,
"2025-10-07,22:42:48",.gharib,#0,shut up,,
"2025-10-07,22:56:30",mirageiiirz,#0,"""hold on maybe i shouldn't say that"" ahh",,
"2025-10-08,00:12:52",epicgamer3000.,#0,He said he dont want his identity leaked 😭😭😭,,
"2025-10-08,00:13:09",epicgamer3000.,#0,This wuss,,
"2025-10-08,00:55:03",.gharib,#0,<:dryricelittlecute:1205292488823406603>,,
"2025-10-08,10:15:42",bear_real,#0,Does anyone have the civ notes from the lesson on moment of inertia all the way to before we did wind loads,,
"2025-10-08,10:16:44",bear_real,#0,Or seen a half blue half white notebook in GB117 recently,,
"2025-10-08,10:17:09",bear_real,#0,If you have I’ll buy you anything you want from second cup,,
"2025-10-08,11:32:14",spicylemon._.,#0,i gotchu,,
"2025-10-08,11:32:18",spicylemon._.,#0,dw about the second cup,,
"2025-10-08,11:32:20",spicylemon._.,#0,which lectures,,
"2025-10-08,11:32:24",spicylemon._.,#0,12-15ish?,,
"2025-10-08,12:33:51",inverted_badger_,#0,Civ course notes!,,
"2025-10-08,12:33:56",inverted_badger_,#0,https://courses.skule.ca/api/exam/exams/CIV102H1_20229_661670974165CIV102_2022_Course%20Notes_Appendices.pdf,,
"2025-10-08,12:33:59",inverted_badger_,#0,https://courses.skule.ca/api/exam/exams/CIV102H1_20229_661670974187CIV102_2022_Course_Notes_Part_1.pdf,,
"2025-10-08,12:34:03",inverted_badger_,#0,https://courses.skule.ca/api/exam/exams/CIV102H1_20229_661670974205CIV102_2022_Course_Notes_Part_2.pdf,,
"2025-10-08,12:34:07",inverted_badger_,#0,https://courses.skule.ca/api/exam/exams/CIV102H1_20229_661670974226CIV102_2022_Course_Notes_Part_3.pdf,,
"2025-10-08,12:34:11",inverted_badger_,#0,https://courses.skule.ca/api/exam/exams/CIV102H1_20229_661670974242CIV102_2022_Course_Notes_Part_4.pdf,,
"2025-10-08,12:38:29",alanwang981,#0,💀,,
"2025-10-08,17:39:28",bear_real,#0,One of the TAs found my notebook now but thank you all so much for offering to help 😭 I really appreciate it. It’s just kinda been one L after another for me this week and I was tweaking a little but it’s all good now,,
"2025-10-08,17:57:23",alanwang981,#0,nice!,,
"2025-10-08,18:09:12",spicylemon._.,#0,we will all survive 🙏,bear_real#0,
"2025-10-08,18:09:31",spicylemon._.,#0,good to hear you recovered that precious notebook,,
"2025-10-08,18:13:05",qilin_xue,#0,Time to make a backup,,
"2025-10-08,18:13:45",mirageiiirz,#0,one backup is no backup,,
"2025-10-10,14:13:02",spicylemon._.,#0,"just started civ, does ""choose one HSS for all members"" mean choose a single one for all of them or choose one for each of them",,
"2025-10-10,14:20:16",alanwang981,#0,one that works for all,,
"2025-10-10,14:51:24",spicylemon._.,#0,huzzah,,
"2025-10-10,14:51:25",spicylemon._.,#0,ty,,
"2025-10-11,00:42:52",vwrrwe,#0,should we choose the lightest one or we can choose any HSS that passes,alanwang981#0,
"2025-10-11,00:43:10",alanwang981,#0,lightest,,
"2025-10-11,00:43:20",vwrrwe,#0,okok,alanwang981#0,
"2025-10-11,15:52:37",draco_lactens,#0,"if our requirement is say >= 181 newtons, does 180.8 count? after rounding it according to slide-rule it's 181",,
"2025-10-11,15:52:55",alanwang981,#0,I dont think so,,
"2025-10-11,15:53:34",alanwang981,#0,also slide rule 180.8 is 180.8,,
"2025-10-11,15:53:39",alanwang981,#0,slide rule 181 is 181.0,,
"2025-10-11,17:33:30",emirhssk,#0,For Assignment #5 what's the height for the Warren truss? Do we assume it is 5m?,,
"2025-10-11,17:33:45",alanwang981,#0,assume equilateral triangle,,
"2025-10-11,17:33:52",emirhssk,#0,OK 5 it is,,
"2025-10-11,17:34:00",alanwang981,#0,the diagonal is 5,,
"2025-10-11,17:34:05",alanwang981,#0,the height is not,,
"2025-10-11,17:34:16",emirhssk,#0,oh yea sorry thats what I was going to ask,,
"2025-10-11,20:03:26",draco_lactens,#0,"sry that was a bad example, let's say 380.8",alanwang981#0,
"2025-10-11,20:04:23",alanwang981,#0,oh,,
"2025-10-11,20:04:27",alanwang981,#0,hmmm,,
"2025-10-11,20:04:32",alanwang981,#0,idk but I'd assume not,,
"2025-10-11,20:05:51",draco_lactens,#0,i assumed it won't work as well,,
"2025-10-11,23:34:31",unsaltedbutter.,#0,what answers did you guys get 😓 😓 😓,,
"2025-10-11,23:34:48",mirageiiirz,#0,587 quintillion newtons,,
"2025-10-11,23:47:48",.gharib,#0,"a) 102x102x4.78
b) 76.2x76.2x4.78
c) 88.9x88.9x4.78",unsaltedbutter.#0,
"2025-10-11,23:50:41",.gharib,#0,anybody have ntes on the windforces lecture,,
"2025-10-11,23:50:56",.gharib,#0,i didnt go and i got no idea how to do def,,
"2025-10-12,00:01:45",alanwang981,#0,notes part 2,.gharib#0,
"2025-10-12,00:01:47",alanwang981,#0,posted,,
"2025-10-12,00:02:37",alanwang981,#0,"1. a) I >= 1.972 x 10^6 mm^4, HSS 102x102x4.8

b) r > 25 mm, HSS 76x76x4.8

c) I >= 1.098x10^6 mm^4, HSS 89x89x4.8

d) B, L = 1.399kN
D, F, H, J = 1.909kN
A, M = 6kN
C, ..., K = 12kN

e) see pictures attached

f) top HSS 76x76x4.8, bottom HSS 152x152x4.8",,https://cdn.discordapp.com/attachments/1412130655235604512/1426782085162729512/image.png?ex=690a239d&is=6908d21d&hm=da72e9317f149027baf08a3b99a8960a95be917d666f649168745284a2c37557&
"2025-10-12,00:07:40",.gharib,#0,how r members supposed to look like in HSS view,,
"2025-10-12,00:08:16",alanwang981,#0,wdym,,
"2025-10-12,00:08:48",.gharib,#0,like im looking at someones working,,
"2025-10-12,00:08:51",.gharib,#0,why does it look like this,,
"2025-10-12,00:08:58",.gharib,#0,,,https://cdn.discordapp.com/attachments/1412130655235604512/1426783681250332743/Screenshot_2025-10-12_at_12.08.40_AM.png?ex=690a2519&is=6908d399&hm=8e56fbd501b8553ea383c7f6c7811e6bcc1905d4c010351800b9b5465a4993df&
"2025-10-12,00:08:59",.gharib,#0,i dont get this,,
"2025-10-12,00:10:02",alanwang981,#0,what do you not get,,
"2025-10-12,00:10:07",alanwang981,#0,what do you think it should look like instead,,
"2025-10-12,00:13:49",.gharib,#0,i dont get what this represents,,
"2025-10-12,00:13:58",.gharib,#0,i missed this lecture,,
"2025-10-12,00:14:26",.gharib,#0,like how does this relaste to the top/bottom view in the diagrams given in the question,,
"2025-10-12,00:17:40",alanwang981,#0,this isnt top/bottom,.gharib#0,
"2025-10-12,00:17:41",alanwang981,#0,this is side,,
"2025-10-12,00:29:16",draco_lactens,#0,uhh i think u accidentally wrote the second column for c,.gharib#0,
"2025-10-12,02:48:44",snowkii,#0,wait hmmm,alanwang981#0,
"2025-10-12,02:48:52",snowkii,#0,why do we need r > 25mm for (b)?,,
"2025-10-12,02:49:11",snowkii,#0,aren't all members in tension so we only need to consider area?,,
"2025-10-12,03:31:26",vwrrwe,#0,wdym,snowkii#0,https://cdn.discordapp.com/attachments/1412130655235604512/1426834635748409465/image.png?ex=690a548e&is=6909030e&hm=0388f1c95f5fe0667da3ccc56bbaa598b425a565b6eff6c21d779d6d79279783&
"2025-10-12,04:21:22",.gharib,#0,?,draco_lactens#0,
"2025-10-12,05:47:33",unsaltedbutter.,#0,tysm guys!!!,,
"2025-10-12,10:53:45",draco_lactens,#0,"nvm you wrote size for all of them, i wrote designation",.gharib#0,
"2025-10-12,11:55:43",blockbuster8683,#0,"What was the sequence of calculations, did you start from joint L?",alanwang981#0,
"2025-10-12,12:11:27",snowkii,#0,ohhhh thank you thank you,vwrrwe#0,
"2025-10-12,12:57:00",draco_lactens,#0,"when we are calculating the tributary area for a joint behind the railing, there's an overlapped area between the railing and the trusses, do we take this into account?",,
"2025-10-12,12:58:35",luyu_wu,#0,don't count the overlapping area 👍 👍,draco_lactens#0,
"2025-10-12,12:59:06",luyu_wu,#0,i believe the ta told evelyn we can use only the railing for the bottom joints asw leh,,
"2025-10-12,12:59:22",luyu_wu,#0,much easier 🙏,,
"2025-10-12,12:59:38",draco_lactens,#0,oh so we just ignore the truss altogether?,,
"2025-10-12,12:59:50",luyu_wu,#0,the top joints require the truss,,
"2025-10-12,13:00:42",draco_lactens,#0,right,,
"2025-10-12,13:01:00",draco_lactens,#0,but the bottom ones don't,,
"2025-10-12,13:01:02",draco_lactens,#0,thank you,,
"2025-10-12,13:47:53",draco_lactens,#0,"are they gonna care if i wrote 1.400 kN for B and L, and 1.910 kN for D, F, H, J?",alanwang981#0,
"2025-10-12,13:48:14",draco_lactens,#0,I rounded before I hope they dgaf,,
"2025-10-12,13:54:29",alanwang981,#0,uhhh,,
"2025-10-12,13:54:33",alanwang981,#0,prob not,,
"2025-10-12,13:54:47",snowkii,#0,did you get 1.399 and 1.909 by considering the overlap?,alanwang981#0,
"2025-10-12,13:58:21",alanwang981,#0,there’s no overlap,,
"2025-10-12,14:07:54",draco_lactens,#0,ignore trusses for the bottom bro,snowkii#0,
"2025-10-12,14:17:32",snowkii,#0,wait hmmm i got the same for bottom view,alanwang981#0,
"2025-10-12,14:17:44",snowkii,#0,but the forces at G' don't balance 😭,,
"2025-10-12,14:18:03",blockbuster8683,#0,"for the bottom view, why is EG' and IG' 35?",alanwang981#0,
"2025-10-12,14:18:29",blockbuster8683,#0,I got like 11.66 for G',snowkii#0,
"2025-10-12,14:18:50",snowkii,#0,I think vertical balance around E,blockbuster8683#0,
"2025-10-12,14:19:05",blockbuster8683,#0,ohhh that's tru,,
"2025-10-12,14:19:15",snowkii,#0,I did my joints in the order A' -> A -> C -> C' -> E' -> E -> G,,
"2025-10-12,14:19:19",snowkii,#0,and then symmetry on the other side,,
"2025-10-12,14:19:24",snowkii,#0,but then G' doesn't work...,,
"2025-10-12,14:20:03",blockbuster8683,#0,wait but doesn't E have a 12 kN external reaction force,,
"2025-10-12,14:20:24",snowkii,#0,hmmm wait,,
"2025-10-12,14:20:27",snowkii,#0,wait but E' doesn't,,
"2025-10-12,14:20:45",snowkii,#0,OHHHHHHH,,
"2025-10-12,14:20:49",blockbuster8683,#0,yeah so,,
"2025-10-12,14:20:59",snowkii,#0,OHHHHH that makes sense....,,
"2025-10-12,14:21:15",blockbuster8683,#0,so it shouldn't be 35 no?,,
"2025-10-12,14:21:42",blockbuster8683,#0,cuz then the 12 kN wind load just disappears lol,,
"2025-10-12,14:22:11",snowkii,#0,mhm mhm yeah you're right,,
"2025-10-12,14:22:26",snowkii,#0,I forgot about that 12 kN force...,,
"2025-10-12,14:22:30",blockbuster8683,#0,bruh this is so confusing,,
"2025-10-12,14:23:39",snowkii,#0,okok now it works out,,
"2025-10-12,14:23:46",snowkii,#0,thank you for pointing that out lol,,
"2025-10-12,14:24:08",blockbuster8683,#0,loll there's no way I'm gonna see my mistakes on the finals tho,,
"2025-10-12,14:24:19",blockbuster8683,#0,it's gonna mess up the whole thing,,
"2025-10-12,15:04:52",spicylemon._.,#0,This is what the skule notes say too,draco_lactens#0,
"2025-10-12,15:05:21",spicylemon._.,#0,,,https://cdn.discordapp.com/attachments/1412130655235604512/1427009266278993950/image0.jpg?ex=690a4e71&is=6908fcf1&hm=94de21f641601ef87b84dfd62f7078b3b2a1f62151e5629e126d5981a4858470&
"2025-10-12,15:10:44",draco_lactens,#0,wouldn't the sum of forces in the y axis not be 0 at L' if both forces in that direction are negative,alanwang981#0,
"2025-10-12,17:40:09",pungyosaurus,#0,i got this too??,blockbuster8683#0,
"2025-10-12,17:45:49",alanwang981,#0,I made a calculation error,blockbuster8683#0,
"2025-10-12,17:50:34",alanwang981,#0,I then got -90 at EG,,
"2025-10-12,17:57:44",alanwang981,#0,I also got 127x127x4.8,,
"2025-10-12,19:19:34",draco_lactens,#0,how did u get -90,alanwang981#0,
"2025-10-12,19:21:43",draco_lactens,#0,oh EG not EG',,
"2025-10-12,19:54:46",draco_lactens,#0,what i got the one above it at 6.4,alanwang981#0,
"2025-10-12,20:01:22",alanwang981,#0,???,draco_lactens#0,
"2025-10-12,20:01:26",luyu_wu,#0,same,alanwang981#0,
"2025-10-12,20:01:28",alanwang981,#0,isnt 90 your biggest compression force,,
"2025-10-12,20:01:32",alanwang981,#0,yayyy,luyu_wu#0,
"2025-10-12,20:02:45",draco_lactens,#0,yes,,
"2025-10-12,20:02:49",draco_lactens,#0,fuck what did i do,,
"2025-10-12,20:03:02",draco_lactens,#0,wait did you guys say 3.41 something doesn't qualify as 3.42,,
"2025-10-12,20:03:25",draco_lactens,#0,wait no that'd make it bigger not smaller,,
"2025-10-12,20:04:56",draco_lactens,#0,wait no i didn't get the one above i got 102x102,,
"2025-10-12,20:04:57",draco_lactens,#0,hold up,,
"2025-10-12,20:05:51",draco_lactens,#0,i keep on getting 3.42 for I,,
"2025-10-12,20:06:47",snowkii,#0,wait don't we ignore the horizontal forces,alanwang981#0,
"2025-10-12,20:06:53",snowkii,#0,I got 89 x 89 x 6.4 ...,,
"2025-10-12,20:07:22",snowkii,#0,here's what my ta said...,,https://cdn.discordapp.com/attachments/1412130655235604512/1427085270926229575/image.png?ex=690a953a&is=690943ba&hm=49141f1fe8f2e3bba130d8a43fadad43997be70e626cfaa18ef1bd295d3230a1&
"2025-10-12,20:09:33",mirageiiirz,#0,bro said 8964,,
"2025-10-12,20:17:55",luyu_wu,#0,i should be 3.42,draco_lactens#0,
"2025-10-12,20:18:13",draco_lactens,#0,yeah,,
"2025-10-12,20:18:19",draco_lactens,#0,then why the faq is it 127,,
"2025-10-12,20:18:37",luyu_wu,#0,lowest mass option that satisfy I,,
"2025-10-12,20:18:40",luyu_wu,#0,👀,,
"2025-10-12,20:18:41",luyu_wu,#0,?,,
"2025-10-12,20:18:55",draco_lactens,#0,OH SHIT CUZ THAT ONE IS LIGHTER,,
"2025-10-12,20:19:01",luyu_wu,#0,indeed leh hhh,,
"2025-10-12,20:19:36",draco_lactens,#0,thanks guys,,
"2025-10-12,20:25:29",spicylemon._.,#0,,,https://cdn.discordapp.com/attachments/1412130655235604512/1427089831259017226/voice-message.ogg?ex=690a9979&is=690947f9&hm=709538bc953a6bf3db3b707a6c271665d48c4e2e6bac5c962c5174b3ef290578&
"2025-10-12,20:25:41",spicylemon._.,#0,Oops,,
"2025-10-12,20:26:26",pungyosaurus,#0,why tho,alanwang981#0,
"2025-10-12,20:27:00",pungyosaurus,#0,i thought that the braces arent the horizontal members,,
"2025-10-12,20:28:16",alanwang981,#0,hmmm,pungyosaurus#0,
"2025-10-12,20:28:24",alanwang981,#0,that I'm actually not sure about,,
"2025-10-12,20:28:30",pungyosaurus,#0,cuz in the note,,
"2025-10-12,20:28:35",pungyosaurus,#0,it tells us to ignore the horizontal members,,
"2025-10-12,20:28:43",luyu_wu,#0,oh wait thats fr,,
"2025-10-12,20:28:51",pungyosaurus,#0,except someone said theres a typo,,
"2025-10-12,20:29:00",luyu_wu,#0,the horizontal member dimensions are alr defined in b and c,,
"2025-10-12,20:29:02",luyu_wu,#0,🤔,,
"2025-10-12,20:29:06",pungyosaurus,#0,ye exactly,luyu_wu#0,
"2025-10-12,20:29:12",pungyosaurus,#0,we are like double counting if we reassign,,
"2025-10-12,20:29:19",alanwang981,#0,are they the same members?,,
"2025-10-12,20:29:26",alanwang981,#0,also if thats the case the bridge is not safe,,
"2025-10-12,20:29:41",pungyosaurus,#0,does the fos save us,,
"2025-10-12,20:29:48",alanwang981,#0,yes but,,
"2025-10-12,20:29:51",alanwang981,#0,it's not very safe,,
"2025-10-12,20:29:56",draco_lactens,#0,exactly,,
"2025-10-12,20:30:06",pungyosaurus,#0,safe is safse,,
"2025-10-12,20:30:22",luyu_wu,#0,oops gotta change answers for F then 🫡,,
"2025-10-12,20:30:23",draco_lactens,#0,the first part doesn't count the wind so the original hss can't withstabd wind,,
"2025-10-12,20:30:38",luyu_wu,#0,gg,alanwang981#0,
"2025-10-12,20:31:26",luyu_wu,#0,this has to be the assignment w the most inconsistencies so far 😃,,
"2025-10-12,20:33:24",draco_lactens,#0,yeah,,
"2025-10-12,20:34:01",draco_lactens,#0,so are we changing it,,
"2025-10-12,20:34:38",pungyosaurus,#0,i think whatever we change it ot,,
"2025-10-12,20:34:43",pungyosaurus,#0,we have ot justify it with a note,,
"2025-10-12,20:34:51",draco_lactens,#0,fk it im putting both down,,
"2025-10-12,20:34:56",pungyosaurus,#0,cuz they said they will accept multiple answers,,
"2025-10-12,20:39:06",.gharib,#0,dont we have to consider only,,
"2025-10-12,20:39:09",.gharib,#0,vertical/diagonal,,
"2025-10-12,20:39:16",.gharib,#0,since question said solving for horizontal isnt needed,,
"2025-10-12,20:39:19",.gharib,#0,so the fdemand would change,,
"2025-10-12,20:55:13",draco_lactens,#0,oh shit,,
"2025-10-12,20:55:18",draco_lactens,#0,that's what that meant?,,
"2025-10-12,20:55:22",draco_lactens,#0,breh i wasted so much time,,
"2025-10-12,21:01:14",draco_lactens,#0,"im so confused, what's stopping us from taking 89x89x42",,
"2025-10-12,21:26:46",spicylemon._.,#0,Bro i just forgor the 12kN load and messed up in the exact same spot,alanwang981#0,
"2025-10-12,21:28:30",alanwang981,#0,SAME LMAO,,
"2025-10-12,21:28:37",alanwang981,#0,I FORGOR THE 12kN LOAD,,
"2025-10-12,21:54:50",draco_lactens,#0,same,,
"2025-10-12,22:19:38",sean_heehee,#0,wtf why is everyone getting different answers,,
"2025-10-12,22:20:06",sean_heehee,#0,isnt the largest compression force just 35.9 kN so you end up with an HSS of like 102x102x4.8,,
"2025-10-12,22:21:03",anoddapple,#0,for wind loads all braces will endure both tension and compression,,
"2025-10-12,22:21:14",anoddapple,#0,so you just take the max force,,
"2025-10-12,22:21:17",sean_heehee,#0,oh real i forgot they said that,,
"2025-10-12,22:21:19",sean_heehee,#0,truth nuke,,
"2025-10-12,22:25:44",alanwang981,#0,wait what,anoddapple#0,
"2025-10-12,22:26:13",sean_heehee,#0,it says that wind forces can go in either direction,,
"2025-10-12,22:26:20",alanwang981,#0,💀,,
"2025-10-12,22:26:27",sean_heehee,#0,so you need to account for it in your HSS,,
"2025-10-12,22:29:21",spicylemon._.,#0,This only changes things for the bottom bracing right,sean_heehee#0,
"2025-10-12,22:30:10",sean_heehee,#0,yeah i think so forces in the top bracing are too small,,
"2025-10-12,22:42:42",spicylemon._.,#0,No i mean wind reversing only might complicate the answer for bottom bracing,,
"2025-10-12,22:43:00",spicylemon._.,#0,Because top one has that symmetry,,
"2025-10-12,22:46:33",spicylemon._.,#0,Oh.,snowkii#0,
"2025-10-12,22:47:03",spicylemon._.,#0,https://tenor.com/view/skull-explode-gif-25528415,,
"2025-10-12,22:47:12",spicylemon._.,#0,Riiight,,
"2025-10-12,22:53:24",sean_heehee,#0,oh yeah that too,spicylemon._.#0,
"2025-10-12,23:01:53",spicylemon._.,#0,Did yall get 89x89x4.8 for f) top,,
"2025-10-12,23:02:13",alanwang981,#0,top and bottom same hss,,
"2025-10-12,23:03:12",spicylemon._.,#0,How do we consider the flippy wind 💀,,
"2025-10-12,23:12:08",luyu_wu,#0,no issue leh,,
"2025-10-12,23:12:29",luyu_wu,#0,altho maybe u should write why no issue,,
"2025-10-12,23:26:36",spicylemon._.,#0,I did a v quick joint analysis and concluded no issue,,
"2025-10-12,23:26:43",spicylemon._.,#0,Very simple,,
"2025-10-12,23:27:18",spicylemon._.,#0,I got 102x102x6.4 for bottom,,
"2025-10-12,23:28:16",alanwang981,#0,turns out you need to use non compressive forces too 💀,,
"2025-10-12,23:31:19",anoddapple,#0,isn't 127x127x4.8 lighter?,spicylemon._.#0,
"2025-10-12,23:34:55",spicylemon._.,#0,Oh?,,
"2025-10-12,23:37:10",spicylemon._.,#0,U right 💀 ty,anoddapple#0,
"2025-10-12,23:37:20",spicylemon._.,#0,Life saver over here,,
"2025-10-12,23:50:18",spicylemon._.,#0,The nightmare is over,,
"2025-10-13,02:29:33",shyahaltyo,#0,there is an issue tho im pretty sure 🐍 🐍 🐍,luyu_wu#0,
"2025-10-13,02:30:15",shyahaltyo,#0,the numbers are the same,,
"2025-10-13,02:30:20",shyahaltyo,#0,but the directions are flipped,,
"2025-10-13,02:30:31",shyahaltyo,#0,so the compressive force also matters 🐍 🐍 🐍,,
"2025-10-13,02:30:51",shyahaltyo,#0,i got 102 for positive y wind and 127 for negative y wind,,
"2025-10-13,11:27:10",luyu_wu,#0,🐙 🐙 🐙,,
"2025-10-13,11:29:45",luyu_wu,#0,oh my qualitative explanation may be lacking then hhh,,
"2025-10-13,11:31:49",luyu_wu,#0,mm i think youre right,,
"2025-10-13,11:31:59",luyu_wu,#0,oops !🐙 🐙 🐙,,
"2025-10-13,12:14:17",shyahaltyo,#0,is ok,,
